1	१
aññatra	अञ्ञत्र
aññaṃ	अञ्ञं
aññe	अञ्ञे
aññena	अञ्ञेन
aññesaṃ	अञ्ञेसं
añño	अञ्ञो
aññāsikoṇḍaññattherappamukhā	अञ्ञासिकोण्डञ्ञत्थेरप्पमुखा
aññātavesena	अञ्ञातवेसेन
aḍḍaṃ	अड्डं
aḍḍhachakkesu	अड्ढछक्केसु
aḍḍharatanike	अड्ढरतनिके
aṃse	अंसे
aṅgapaccaṅge	अङ्गपच्चङ्गे
aṅgato	अङ्गतो
aṅgavasena	अङ्गवसेन
aṅgehi	अङ्गेहि
aṅguliyopi	अङ्गुलियोपि
aṅguttaranikāyo	अङ्गुत्तरनिकायो
aṅguttare	अङ्गुत्तरे
aṅgārakapalladāruādīnīti	अङ्गारकपल्लदारुआदीनीति
aṅkusakapacchitidaṇḍakādīni	अङ्कुसकपच्छितिदण्डकादीनि
aṭṭha	अट्ठ
aṭṭhadosasamākiṇṇaṃ	अट्ठदोससमाकिण्णं
aṭṭhaguṇasamupetaṃ	अट्ठगुणसमुपेतं
aṭṭhahi	अट्ठहि
aṭṭhakathākaṇḍaṃ	अट्ठकथाकण्डं
aṭṭhakathāya	अट्ठकथाय
aṭṭhamaṃ	अट्ठमं
aṭṭhame	अट्ठमे
aṭṭhamo	अट्ठमो
aṭṭhamoti	अट्ठमोति
aṭṭhamukhā	अट्ठमुखा
aṭṭhanahutādhikacatuyojanasatasahassabahalaṃ	अट्ठनहुताधिकचतुयोजनसतसहस्सबहलं
aṭṭhanavutibhikkhusatasahassāni	अट्ठनवुतिभिक्खुसतसहस्सानि
aṭṭhapaṇṇāsahatthubbedhaṃ	अट्ठपण्णासहत्थुब्बेधं
aṭṭhasaṭṭhibhikkhusatasahassāni	अट्ठसट्ठिभिक्खुसतसहस्सानि
aṭṭhasu	अट्ठसु
aṭṭhatiṇamuṭṭhiṃ	अट्ठतिणमुट्ठिं
aṭṭhaṅgiko	अट्ठङ्गिको
aṭṭhānaṃ	अट्ठानं
aṭṭhārasa	अट्ठारस
aṭṭhārasakappasataccayena	अट्ठारसकप्पसतच्चयेन
aṭṭhārasakappasatamatthake	अट्ठारसकप्पसतमत्थके
aṭṭhārasasu	अट्ठारससु
aṭṭhārasavassādhikānaṃ	अट्ठारसवस्साधिकानं
aṭṭhārasavassādhikāni	अट्ठारसवस्साधिकानि
aṭṭhārasavidhena	अट्ठारसविधेन
aṭṭhāsi	अट्ठासि
aṭṭhāsītihatthubbedhaṃ	अट्ठासीतिहत्थुब्बेधं
aṭṭhāsītisahassāni	अट्ठासीतिसहस्सानि
baddhaṃ	बद्धं
bahussuto	बहुस्सुतो
bahusādhāraṇabhāvo	बहुसाधारणभावो
bahusādhāraṇagehe	बहुसाधारणगेहे
bahuñca	बहुञ्च
bahuṃ	बहुं
bahū	बहू
bahūpakārataṃ	बहूपकारतं
bahūsu	बहूसु
balabojjhaṅgakammavipākantaraṃ	बलबोज्झङ्गकम्मविपाकन्तरं
balavabhāvaṃ	बलवभावं
balavanti	बलवन्ति
balavapaccūse	बलवपच्चूसे
balavapīti	बलवपीति
balavataraṃ	बलवतरं
balavā	बलवा
balaṃ	बलं
bandhanaṃ	बन्धनं
bandhati	बन्धति
bandhumatī	बन्धुमती
bandhumā	बन्धुमा
beluvapakkavaṇṇā	बेलुवपक्कवण्णा
bhaddaji	भद्दजि
bhaddanāmo	भद्दनामो
bhaddasālo	भद्दसालो
bhaddo	भद्दो
bhaddā	भद्दा
bhadrayobbanaṃ	भद्रयोब्बनं
bhagavantaṃyeva	भगवन्तंयेव
bhagavato	भगवतो
bhagavatā	भगवता
bhagavatātiādinayappavattā	भगवतातिआदिनयप्पवत्ता
bhagavā	भगवा
bhaggā	भग्गा
bhante	भन्ते
bhanteti	भन्तेति
bhantā	भन्ता
bhatiyā	भतिया
bhatiṃ	भतिं
bhattakiccaṃ	भत्तकिच्चं
bhattānumodanakālepi	भत्तानुमोदनकालेपि
bhava	भव
bhavanaṃ	भवनं
bhavanti	भवन्ति
bhavantvantarāyā	भवन्त्वन्तराया
bhavati	भवति
bhavato	भवतो
bhavaṃ	भवं
bhavaṅgaparivāso	भवङ्गपरिवासो
bhave	भवे
bhaveyyanti	भवेय्यन्ति
bhaveyyāti	भवेय्याति
bhavissantīti	भविस्सन्तीति
bhavissare	भविस्सरे
bhavissasi	भविस्ससि
bhavissasīti	भविस्ससीति
bhavissati	भविस्सति
bhavissatīti	भविस्सतीति
bhavissāmi	भविस्सामि
bhavābhave	भवाभवे
bhavāmahaṃ	भवामहं
bhaṇati	भणति
bhaṇḍamādiya	भण्डमादिय
bhaṇḍāgārikapariyattī	भण्डागारिकपरियत्ती
bhaṇḍāgārikapariyattīti	भण्डागारिकपरियत्तीति
bhedakaravatthūsu	भेदकरवत्थूसु
bhedanaṃ	भेदनं
bherisaṅkharathāni	भेरिसङ्खरथानि
bheriyo	भेरियो
bheriṃ	भेरिं
bhesajjatthāya	भेसज्जत्थाय
bhijjantīti	भिज्जन्तीति
bhikkhanto	भिक्खन्तो
bhikkhave	भिक्खवे
bhikkhavoti	भिक्खवोति
bhikkhaṃ	भिक्खं
bhikkhu	भिक्खु
bhikkhunā	भिक्खुना
bhikkhusahassamajjhe	भिक्खुसहस्समज्झे
bhikkhusatasahassaṃ	भिक्खुसतसहस्सं
bhikkhusatasahassāni	भिक्खुसतसहस्सानि
bhikkhusatānaṃ	भिक्खुसतानं
bhikkhusaṅghassa	भिक्खुसङ्घस्स
bhikkhusaṅghaṃ	भिक्खुसङ्घं
bhikkhusaṅghepi	भिक्खुसङ्घेपि
bhikkhusaṅgho	भिक्खुसङ्घो
bhikkhuto	भिक्खुतो
bhikkhācāravelaṃ	भिक्खाचारवेलं
bhikkhāya	भिक्खाय
bhikkhū	भिक्खू
bhikkhūhi	भिक्खूहि
bhikkhūnaṃ	भिक्खूनं
bhikkhūsu	भिक्खूसु
bhikkhūti	भिक्खूति
bhindissāmi	भिन्दिस्सामि
bhinditvā	भिन्दित्वा
bhittiyaṃ	भित्तियं
bhiyyo	भिय्यो
bhiyyoso	भिय्योसो
bho	भो
bhoge	भोगे
bhojanaṃ	भोजनं
bhojayitvāna	भोजयित्वान
bhusavātehi	भुसवातेहि
bhāgī	भागी
bhājanampi	भाजनम्पि
bhājanato	भाजनतो
bhājessatīti	भाजेस्सतीति
bhāradvājo	भारद्वाजो
bhāramoropanaṃ	भारमोरोपनं
bhāsamānassa	भासमानस्स
bhāsaṃ	भासं
bhāsitaṃ	भासितं
bhāsitoti	भासितोति
bhāsāya	भासाय
bhātha	भाथ
bhāvanāmayiddhi	भावनामयिद्धि
bhāvaya	भावय
bhāveti	भावेति
bhāvitamaggo	भावितमग्गो
bhāvitatto	भावितत्तो
bhāyāmi	भायामि
bhītā	भीता
bhūmantaraparicchedo	भूमन्तरपरिच्छेदो
bhūmaṭṭhā	भूमट्ठा
bhūmi	भूमि
bhūmitalagatā	भूमितलगता
bhūmito	भूमितो
bhūmiyañceva	भूमियञ्चेव
bhūmiyaṃ	भूमियं
bhūmiyā	भूमिया
bhūmīsu	भूमीसु
bhūridattanāgarājakāle	भूरिदत्तनागराजकाले
bidalamañcakapasse	बिदलमञ्चकपस्से
bidalamañcako	बिदलमञ्चको
bimbijālotipi	बिम्बिजालोतिपि
bodheti	बोधेति
bodhi	बोधि
bodhiabhinīhārasaddhāya	बोधिअभिनीहारसद्धाय
bodhimaṇḍamhi	बोधिमण्डम्हि
bodhimaṇḍaṃ	बोधिमण्डं
bodhimaṇḍe	बोधिमण्डे
bodhimaṇḍā	बोधिमण्डा
bodhimuttamaṃ	बोधिमुत्तमं
bodhimūlamupehiti	बोधिमूलमुपेहिति
bodhimūle	बोधिमूले
bodhiparibbājakakāle	बोधिपरिब्बाजककाले
bodhipācanā	बोधिपाचना
bodhisattacariyakāle	बोधिसत्तचरियकाले
bodhisattakāle	बोधिसत्तकाले
bodhisattassa	बोधिसत्तस्स
bodhisattaṃ	बोधिसत्तं
bodhisatto	बोधिसत्तो
bodhisattānaṃ	बोधिसत्तानं
bodhiyā	बोधिया
bodhiṃ	बोधिं
bojjhaṅgavibhaṅgo	बोज्झङ्गविभङ्गो
bojjhaṅgā	बोज्झङ्गा
brahmabhūto	ब्रह्मभूतो
brahmadevo	ब्रह्मदेवो
brahmaghosaṃ	ब्रह्मघोसं
brahmajālādīni	ब्रह्मजालादीनि
brahmakoṭiyo	ब्रह्मकोटियो
brahmaloke	ब्रह्मलोके
brahmassaraṃ	ब्रह्मस्सरं
brahmuno	ब्रह्मुनो
brahmāpi	ब्रह्मापि
brāhmaṇamāṇavo	ब्राह्मणमाणवो
brāhmaṇasippameva	ब्राह्मणसिप्पमेव
brāhmaṇassa	ब्राह्मणस्स
brāhmaṇavaṇṇena	ब्राह्मणवण्णेन
brāhmaṇaṃ	ब्राह्मणं
brāhmaṇo	ब्राह्मणो
brāhmaṇī	ब्राह्मणी
bu	बु
buddhabhāsitameva	बुद्धभासितमेव
buddhabhāsitaṃ	बुद्धभासितं
buddhabhāsito	बुद्धभासितो
buddhabhāsitoti	बुद्धभासितोति
buddhabhāsitānīti	बुद्धभासितानीति
buddhabhāvatthāya	बुद्धभावत्थाय
buddhabhāvaṃ	बुद्धभावं
buddhabhūmiṃ	बुद्धभूमिं
buddhabhūtassa	बुद्धभूतस्स
buddhabījaṃ	बुद्धबीजं
buddhacakkhunā	बुद्धचक्खुना
buddhadhammā	बुद्धधम्मा
buddhaghosena	बुद्धघोसेन
buddhaguṇaṃ	बुद्धगुणं
buddhakare	बुद्धकरे
buddhakarā	बुद्धकरा
buddhameva	बुद्धमेव
buddhantaraṃ	बुद्धन्तरं
buddhapaccekabuddhādīhi	बुद्धपच्चेकबुद्धादीहि
buddhappamukhassa	बुद्धप्पमुखस्स
buddhappamukhaṃ	बुद्धप्पमुखं
buddharasmīhiyeva	बुद्धरस्मीहियेव
buddharatane	बुद्धरतने
buddhaseṭṭhānaṃ	बुद्धसेट्ठानं
buddhassa	बुद्धस्स
buddhasāsanaṃ	बुद्धसासनं
buddhato	बुद्धतो
buddhavacananti	बुद्धवचनन्ति
buddhavacanassa	बुद्धवचनस्स
buddhavacanaṃ	बुद्धवचनं
buddhavaṃse	बुद्धवंसे
buddhañāṇena	बुद्धञाणेन
buddhena	बुद्धेन
buddhijo	बुद्धिजो
buddho	बुद्धो
buddhoti	बुद्धोति
buddhā	बुद्धा
buddhālokeneva	बुद्धालोकेनेव
buddhānameva	बुद्धानमेव
buddhānaṃ	बुद्धानं
buddhārammaṇaṃ	बुद्धारम्मणं
budhaṃ	बुधं
bujjhante	बुज्झन्ते
bujjhare	बुज्झरे
bujjhassu	बुज्झस्सु
bujjhissati	बुज्झिस्सति
byapagataṃ	ब्यपगतं
byādhidhammo	ब्याधिधम्मो
byādhito	ब्याधितो
byādhiṃ	ब्याधिं
byākaramāno	ब्याकरमानो
byākaraṇaṃ	ब्याकरणं
byākareyya	ब्याकरेय्य
byākareyyaṃ	ब्याकरेय्यं
byākaritvā	ब्याकरित्वा
byākaroti	ब्याकरोति
byākatanti	ब्याकतन्ति
byākāsi	ब्याकासि
byākāsiṃ	ब्याकासिं
byāmappabhā	ब्यामप्पभा
byāthitamānasā	ब्याथितमानसा
bāhujaññaṃ	बाहुजञ्ञं
bāhā	बाहा
bāhāya	बाहाय
bārāṇasī	बाराणसी
bāvīsatindriyāni	बावीसतिन्द्रियानि
bāḷhā	बाळ्हा
bījāni	बीजानि
ca	च
cajitvā	चजित्वा
cakkaratanaṃ	चक्करतनं
cakkaratanāni	चक्करतनानि
cakkavattirañño	चक्कवत्तिरञ्ञो
cakkavattirājā	चक्कवत्तिराजा
cakkavattī	चक्कवत्ती
cakkavāḷapabbatena	चक्कवाळपब्बतेन
cakkaṃ	चक्कं
cakkhubhūto	चक्खुभूतो
cakkhuma	चक्खुम
cakkhūhi	चक्खूहि
camarī	चमरी
cammakaṃ	चम्मकं
campakarukkho	चम्पकरुक्खो
campakaṃ	चम्पकं
campeyyanāgarājakāle	चम्पेय्यनागराजकाले
campā	चम्पा
candakumārakāle	चन्दकुमारकाले
candamhi	चन्दम्हि
candamittā	चन्दमित्ता
candanacuṇṇañca	चन्दनचुण्णञ्च
candanavanaṃ	चन्दनवनं
candappabhā	चन्दप्पभा
candavatī	चन्दवती
candimasūriyādayo	चन्दिमसूरियादयो
candimāyuttā	चन्दिमायुत्ता
cando	चन्दो
candā	चन्दा
caramāno	चरमानो
carantassa	चरन्तस्स
caraṇo	चरणो
carituṃ	चरितुं
caritvā	चरित्वा
cariyā	चरिया
cariyābhiññā	चरियाभिञ्ञा
cariyāpiṭakato	चरियापिटकतो
carāpetvā	चरापेत्वा
cassa	चस्स
catasso	चतस्सो
catthāya	चत्थाय
cattālīsabhikkhusahassāni	चत्तालीसभिक्खुसहस्सानि
cattālīsahatthubbedhaṃ	चत्तालीसहत्थुब्बेधं
cattālīsavassasahassāni	चत्तालीसवस्ससहस्सानि
cattālīsaṃ	चत्तालीसं
cattāri	चत्तारि
cattārimāni	चत्तारिमानि
cattāro	चत्तारो
cattārome	चत्तारोमे
cattārīti	चत्तारीति
catubbidho	चतुब्बिधो
catubbidhopi	चतुब्बिधोपि
catumahādīparajjaṃ	चतुमहादीपरज्जं
catunavutikappamatthake	चतुनवुतिकप्पमत्थके
catunnaṃ	चतुन्नं
catuparisamajjhe	चतुपरिसमज्झे
caturo	चतुरो
caturoghaniddharaṇatthaṃ	चतुरोघनिद्धरणत्थं
caturopete	चतुरोपेते
caturāsīti	चतुरासीति
caturāsītidhammakkhandhasahassāni	चतुरासीतिधम्मक्खन्धसहस्सानि
caturāsītisahassappabhedaṃ	चतुरासीतिसहस्सप्पभेदं
caturāsītiyojanasahassagambhīre	चतुरासीतियोजनसहस्सगम्भीरे
caturāsītiyojanasahassagambhīro	चतुरासीतियोजनसहस्सगम्भीरो
caturāsītiyojanasahassamatthake	चतुरासीतियोजनसहस्समत्थके
catutthavāre	चतुत्थवारे
catutthaṃ	चतुत्थं
catutthe	चतुत्थे
catuttho	चतुत्थो
catuttiṃsa	चतुत्तिंस
catuvīsatippabhede	चतुवीसतिप्पभेदे
catuvīsatisamantapaṭṭhānasamodhānaṃ	चतुवीसतिसमन्तपट्ठानसमोधानं
catuvīsatisamantapaṭṭhānaṃ	चतुवीसतिसमन्तपट्ठानं
catuvīsatividhena	चतुवीसतिविधेन
catuvīsatiyā	चतुवीसतिया
catūsu	चतूसु
cavitvā	चवित्वा
cañjaliṃ	चञ्जलिं
caṅkamadosā	चङ्कमदोसा
caṅkamakoṭiṃ	चङ्कमकोटिं
caṅkamanakoṭiyaṃ	चङ्कमनकोटियं
caṅkamanasattāhañca	चङ्कमनसत्ताहञ्च
caṅkamanaṃ	चङ्कमनं
caṅkamantassa	चङ्कमन्तस्स
caṅkamanto	चङ्कमन्तो
caṅkamavemajjhe	चङ्कमवेमज्झे
caṅkamañca	चङ्कमञ्च
caṅkamaṃ	चङ्कमं
caṅkame	चङ्कमे
caṅkami	चङ्कमि
ce	चे
cepi	चेपि
cesa	चेस
cetaso	चेतसो
cetasā	चेतसा
cetaṃ	चेतं
cetesu	चेतेसु
cetiyagirimhi	चेतियगिरिम्हि
cetiyaṃ	चेतियं
cettha	चेत्थ
cetāni	चेतानि
ceva	चेव
cha	छ
chabbassāni	छब्बस्सानि
chabbaṇṇarasmiyo	छब्बण्णरस्मियो
chabbidhena	छब्बिधेन
chaddantanāgarājakāle	छद्दन्तनागराजकाले
chahi	छहि
chamattabhāṇavāro	छमत्तभाणवारो
chandatā	छन्दता
channasahāyova	छन्नसहायोव
channaṃ	छन्नं
chappakaraṇāni	छप्पकरणानि
chattaṃ	छत्तं
chattesu	छत्तेसु
chavaṭṭhikaṃ	छवट्ठिकं
chavivaṇṇo	छविवण्णो
chaḍḍayitvāna	छड्डयित्वान
chaḍḍayiṃ	छड्डयिं
chaḍḍetha	छड्डेथ
chaḍḍetvā	छड्डेत्वा
chaḷabhiññehi	छळभिञ्ञेहि
chaḷabhiññā	छळभिञ्ञा
chaṭṭhamaṃ	छट्ठमं
chaṭṭho	छट्ठो
chindissāmīti	छिन्दिस्सामीति
chinditvā	छिन्दित्वा
chuddhā	छुद्धा
cikkhallikanikāyoti	चिक्खल्लिकनिकायोति
cintayato	चिन्तयतो
cintayitvāna	चिन्तयित्वान
cintento	चिन्तेन्तो
cintesahaṃ	चिन्तेसहं
cintesi	चिन्तेसि
cintetabbāni	चिन्तेतब्बानि
cinteti	चिन्तेति
cintetvā	चिन्तेत्वा
cintitadhammaṃ	चिन्तितधम्मं
cintā	चिन्ता
ciravuttho	चिरवुत्थो
cirāyanti	चिरायन्ति
cito	चितो
citoti	चितोति
cittakkhepaṃ	चित्तक्खेपं
cittapariyādānādīni	चित्तपरियादानादीनि
cittassa	चित्तस्स
cittavibhatti	चित्तविभत्ति
cittavārabhājanaṃ	चित्तवारभाजनं
cittayamakaṃ	चित्तयमकं
cittaṃ	चित्तं
cittekaggatā	चित्तेकग्गता
cittena	चित्तेन
cittāni	चित्तानि
cittīkārapītibahulo	चित्तीकारपीतिबहुलो
ciṇṇavasī	चिण्णवसी
coravilope	चोरविलोपे
corehi	चोरेहि
cuddasavidhena	चुद्दसविधेन
cuto	चुतो
cutā	चुता
cutūpapātañāṇaṃ	चुतूपपातञाणं
cāgaṃ	चागं
cālā	चाला
cāpi	चापि
cāti	चाति
cātumahārājadattiyaṃ	चातुमहाराजदत्तियं
cātumahārājike	चातुमहाराजिके
cāvetukāmoti	चावेतुकामोति
cāyaṃ	चायं
cīnapiṭṭhacuṇṇarañjitā	चीनपिट्ठचुण्णरञ्जिता
cīvaraggahaṇaṃ	चीवरग्गहणं
cīvarapaccaye	चीवरपच्चये
cīvaravaṃse	चीवरवंसे
cīvaraṃ	चीवरं
cūḷasutasomajātakāle	चूळसुतसोमजातकाले
cūḷāya	चूळाय
dadamānasseva	ददमानस्सेव
dadamāno	ददमानो
dadamānā	ददमाना
dadantassa	ददन्तस्स
dadāmi	ददामि
dadātha	ददाथ
daharakāleyeva	दहरकालेयेव
dakajā	दकजा
dakkhiṇahatthaṃ	दक्खिणहत्थं
dakkhiṇaṃ	दक्खिणं
dakkhiṇena	दक्खिणेन
dantehi	दन्तेहि
dantāvaraṇaṃ	दन्तावरणं
darīsayā	दरीसया
dasa	दस
dasabalacatuvesārajjādisabbabuddhaguṇapaṭimaṇḍitaṃ	दसबलचतुवेसारज्जादिसब्बबुद्धगुणपटिमण्डितं
dasabalassa	दसबलस्स
dasabalena	दसबलेन
dasacakkavāḷasahassāni	दसचक्कवाळसहस्सानि
dasahi	दसहि
dasahupāgata	दसहुपागत
dasahupāgataṃ	दसहुपागतं
dasahāgamma	दसहागम्म
dasamaṃ	दसमं
dasamo	दसमो
dasamoti	दसमोति
dasapāramī	दसपारमी
dasasahassacakkavāḷadevatānaṃ	दससहस्सचक्कवाळदेवतानं
dasasahasse	दससहस्से
dasasahassilokadhātudevatāhi	दससहस्सिलोकधातुदेवताहि
dasasahassilokadhātuṃ	दससहस्सिलोकधातुं
dasasahassimahābrahmaparivārena	दससहस्सिमहाब्रह्मपरिवारेन
dasasahassiyaṃ	दससहस्सियं
dasasahassiṃ	दससहस्सिं
dasasahassādhivāsino	दससहस्साधिवासिनो
dasasahassī	दससहस्सी
dasasahassīnacūbhayaṃ	दससहस्सीनचूभयं
dasavaggapariggaho	दसवग्गपरिग्गहो
dasavidhe	दसविधे
dasavidhena	दसविधेन
dasindriyā	दसिन्द्रिया
dassaneyyaṃ	दस्सनेय्यं
dassanīyo	दस्सनीयो
dassentassa	दस्सेन्तस्स
dassentena	दस्सेन्तेन
dassenti	दस्सेन्ति
dassesi	दस्सेसि
dassetuṃ	दस्सेतुं
dassitasamuddasadisaṃ	दस्सितसमुद्दसदिसं
dassitaṃ	दस्सितं
dassitā	दस्सिता
dassāmīti	दस्सामीति
dasuttarasatasuttantā	दसुत्तरसतसुत्तन्ता
dasuttarasuttantehi	दसुत्तरसुत्तन्तेहि
dasāyatanā	दसायतना
datvā	दत्वा
datvāna	दत्वान
daḷhaṃ	दळ्हं
daḷho	दळ्हो
daḷhīkammasithilakaraṇappayojanā	दळ्हीकम्मसिथिलकरणप्पयोजना
daṇḍakadīpikāveṭhananiyāmena	दण्डकदीपिकावेठननियामेन
daṭṭhabbo	दट्ठब्बो
daṭṭho	दट्ठो
dehīti	देहीति
dente	देन्ते
denti	देन्ति
desanā	देसना
desanānidānañca	देसनानिदानञ्च
desanānidānaṃ	देसनानिदानं
desaṃ	देसं
desentassa	देसेन्तस्स
desento	देसेन्तो
desentova	देसेन्तोव
desentānaṃ	देसेन्तानं
desesi	देसेसि
desetabbadesanā	देसेतब्बदेसना
deseti	देसेति
desetuṃ	देसेतुं
desetvā	देसेत्वा
desetūti	देसेतूति
deseyyanti	देसेय्यन्ति
desitabhāvo	देसितभावो
desitadesanaṃ	देसितदेसनं
desitadhammo	देसितधम्मो
desitadhammopi	देसितधम्मोपि
desitattā	देसितत्ता
desitaṃ	देसितं
desito	देसितो
desitoti	देसितोति
desitā	देसिता
desitāti	देसिताति
dessaṃ	देस्सं
dessā	देस्सा
deti	देति
deva	देव
devabhavanamhi	देवभवनम्हि
devadevo	देवदेवो
devadūte	देवदूते
devalo	देवलो
devalokameva	देवलोकमेव
devalokasiriṃ	देवलोकसिरिं
devalokato	देवलोकतो
devalokaṃ	देवलोकं
devaloke	देवलोके
devamanussā	देवमनुस्सा
devanagaraṃva	देवनगरंव
devaputtena	देवपुत्तेन
devarañño	देवरञ्ञो
devaraññā	देवरञ्ञा
devarājā	देवराजा
devasikaṃ	देवसिकं
devatā	देवता
devatāhi	देवताहि
devatānaṃ	देवतानं
deve	देवे
devehi	देवेहि
devesu	देवेसु
devo	देवो
devorohanaṃ	देवोरोहनं
devā	देवा
devānamindo	देवानमिन्दो
devānaṃ	देवानं
devāpi	देवापि
devāsane	देवासने
dha	ध
dhajesu	धजेसु
dhajo	धजो
dhammabhūto	धम्मभूतो
dhammacakkappavattanaṃ	धम्मचक्कप्पवत्तनं
dhammacakkappavattanā	धम्मचक्कप्पवत्तना
dhammacakkaṃ	धम्मचक्कं
dhammacintaṃ	धम्मचिन्तं
dhammacāriṃ	धम्मचारिं
dhammacārīti	धम्मचारीति
dhammadassī	धम्मदस्सी
dhammadesanavelā	धम्मदेसनवेला
dhammadesanaṃ	धम्मदेसनं
dhammadesane	धम्मदेसने
dhammadesayi	धम्मदेसयि
dhammadhātuyañca	धम्मधातुयञ्च
dhammadhātuyā	धम्मधातुया
dhammadinnā	धम्मदिन्ना
dhammagambhīratāpaccavekkhaṇena	धम्मगम्भीरतापच्चवेक्खणेन
dhammahadayavibhaṅgoti	धम्महदयविभङ्गोति
dhammajātaṃ	धम्मजातं
dhammakathaṃ	धम्मकथं
dhammakathika	धम्मकथिक
dhammakathikoti	धम्मकथिकोति
dhammakathikā	धम्मकथिका
dhammakkhandhagaṇanā	धम्मक्खन्धगणना
dhammakkhandhasahassāni	धम्मक्खन्धसहस्सानि
dhammakkhandhasahassānīti	धम्मक्खन्धसहस्सानीति
dhammakkhandhato	धम्मक्खन्धतो
dhammakkhandho	धम्मक्खन्धो
dhammakkhandhoti	धम्मक्खन्धोति
dhammantaraṃ	धम्मन्तरं
dhammantarā	धम्मन्तरा
dhammapadesoti	धम्मपदेसोति
dhammapadādayo	धम्मपदादयो
dhammapaṭisambhidāti	धम्मपटिसम्भिदाति
dhammapuñjamatte	धम्मपुञ्जमत्ते
dhammasavanatthāya	धम्मसवनत्थाय
dhammasaṅgaṇiṃ	धम्मसङ्गणिं
dhammasaṅgaṇīpakaraṇaṃ	धम्मसङ्गणीपकरणं
dhammasaṅgaṇīpakaraṇe	धम्मसङ्गणीपकरणे
dhammasaṅgaṇīvibhaṅgadhātukathāpuggalapaññattikathāvatthuyamakapaṭṭhānānaṃ	धम्मसङ्गणीविभङ्गधातुकथापुग्गलपञ्ञत्तिकथावत्थुयमकपट्ठानानं
dhammaseno	धम्मसेनो
dhammasenāpati	धम्मसेनापति
dhammassāmī	धम्मस्सामी
dhammato	धम्मतो
dhammatthadesanāpaṭivedhagambhīrabhāvo	धम्मत्थदेसनापटिवेधगम्भीरभावो
dhammatthadesanāpaṭivedhā	धम्मत्थदेसनापटिवेधा
dhammayamakaṃ	धम्मयमकं
dhammaṃ	धम्मं
dhamme	धम्मे
dhammesu	धम्मेसु
dhammikaanavajjabhāvo	धम्मिकअनवज्जभावो
dhammikapabbataṃ	धम्मिकपब्बतं
dhammikapabbate	धम्मिकपब्बते
dhammiko	धम्मिको
dhammiyo	धम्मियो
dhammo	धम्मो
dhammā	धम्मा
dhammābhilāpoti	धम्माभिलापोति
dhammābhisamayo	धम्माभिसमयो
dhammānanti	धम्मानन्ति
dhammānaṃ	धम्मानं
dhammānurūpaṃ	धम्मानुरूपं
dhammāpe	धम्मापे
dhammāti	धम्माति
dhammātirekadhammavisesaṭṭhena	धम्मातिरेकधम्मविसेसट्ठेन
dhammātiādinā	धम्मातिआदिना
dhammāyatane	धम्मायतने
dhammī	धम्मी
dhanadhaññapariggahābhāvo	धनधञ्ञपरिग्गहाभावो
dhanasāraṃ	धनसारं
dhanavatī	धनवती
dhanañcayarājakāle	धनञ्चयराजकाले
dhanaṃ	धनं
dhaññanibbattakaṃ	धञ्ञनिब्बत्तकं
dhaññavatī	धञ्ञवती
dhaññaṃ	धञ्ञं
dhenu	धेनु
dhovitabbo	धोवितब्बो
dhoviyamānepi	धोवियमानेपि
dhovāpetvā	धोवापेत्वा
dhuragāme	धुरगामे
dhuvasassataṃ	धुवसस्सतं
dhuvassavaṃ	धुवस्सवं
dhuvaṃ	धुवं
dhārayantesu	धारयन्तेसु
dhāraṇe	धारणे
dhārenti	धारेन्ति
dhārentī	धारेन्ती
dhāretuṃ	धारेतुं
dhāreyyāthāti	धारेय्याथाति
dhārito	धारितो
dhātukathaṃ	धातुकथं
dhātukathāpakaraṇaṃ	धातुकथापकरणं
dhātupadeso	धातुपदेसो
dhātupaññatti	धातुपञ्ञत्ति
dhātuvibhaṅgo	धातुविभङ्गो
dhātuyamakaṃ	धातुयमकं
dhātuyo	धातुयो
dhātuāyatanāna	धातुआयतनान
dhātvantaraṃ	धात्वन्तरं
dhīrapurisehi	धीरपुरिसेहि
dibbacakkhunā	दिब्बचक्खुना
dibbagandhapupphehi	दिब्बगन्धपुप्फेहि
dibbagandho	दिब्बगन्धो
dibbamandāravapadumapāricchattakapupphāni	दिब्बमन्दारवपदुमपारिच्छत्तकपुप्फानि
dibbasampattiṃ	दिब्बसम्पत्तिं
dibbatūriyehi	दिब्बतूरियेहि
dibbehi	दिब्बेहि
dibbā	दिब्बा
dinnakāle	दिन्नकाले
dinnanayena	दिन्ननयेन
dinnaṃ	दिन्नं
disaṃ	दिसं
dissanti	दिस्सन्ति
dissati	दिस्सति
disvā	दिस्वा
disvāna	दिस्वान
disvāpi	दिस्वापि
disā	दिसा
disābhāgā	दिसाभागा
disāsu	दिसासु
disāya	दिसाय
divasabhāgaṃ	दिवसभागं
divasehi	दिवसेहि
divasesu	दिवसेसु
divāvihāraṃ	दिवाविहारं
divāvihārāya	दिवाविहाराय
diyaḍḍhakilesasahassaṃ	दियड्ढकिलेससहस्सं
diyaḍḍharatanaṃ	दियड्ढरतनं
diyaḍḍhasataṃ	दियड्ढसतं
diṭṭhiviniveṭhanakathā	दिट्ठिविनिवेठनकथा
diṭṭhiviniveṭhanā	दिट्ठिविनिवेठना
diṭṭhosi	दिट्ठोसि
diṭṭhā	दिट्ठा
domanassaṃ	दोमनस्सं
domanassindriyaṃ	दोमनस्सिन्द्रियं
dose	दोसे
doso	दोसो
