1	១
bhaṇḍāgārikapariyattī	ភណ្ឌាគារិកបរិយត្តី
bhaṇḍāgārikapariyattīti	ភណ្ឌាគារិកបរិយត្តីតិ
bhedakaravatthūsu	ភេទករវត្ថូសុ
bhedanaṃ	ភេទនំ
bherisaṅkharathāni	ភេរិសង្ខរថានិ
bheriyo	ភេរិយោ
bheriṃ	ភេរិំ
bhesajjatthāya	ភេសជ្ជត្ថាយ
bhijjantīti	ភិជ្ជន្តីតិ
bhikkhanto	ភិក្ខន្តោ
bhikkhave	ភិក្ខវេ
bhikkhavoti	ភិក្ខវោតិ
bhikkhaṃ	ភិក្ខំ
bhikkhu	ភិក្ខុ
bhikkhunā	ភិក្ខុនា
bhikkhusahassamajjhe	ភិក្ខុសហស្សមជ្ឈេ
bhikkhusatasahassaṃ	ភិក្ខុសតសហស្សំ
bhikkhusatasahassāni	ភិក្ខុសតសហស្សានិ
bhikkhusatānaṃ	ភិក្ខុសតានំ
bhikkhusaṅghassa	ភិក្ខុសង្ឃស្ស
bhikkhusaṅghaṃ	ភិក្ខុសង្ឃំ
bhikkhusaṅghepi	ភិក្ខុសង្ឃេបិ
bhikkhusaṅgho	ភិក្ខុសង្ឃោ
bhikkhuto	ភិក្ខុតោ
bhikkhācāravelaṃ	ភិក្ខាចារវេលំ
bhikkhāya	ភិក្ខាយ
bhikkhū	ភិក្ខូ
bhikkhūhi	ភិក្ខូហិ
bhikkhūnaṃ	ភិក្ខូនំ
bhikkhūsu	ភិក្ខូសុ
bhikkhūti	ភិក្ខូតិ
bhindissāmi	ភិន្ទិស្សាមិ
bhinditvā	ភិន្ទិត្វា
bhittiyaṃ	ភិត្តិយំ
bhiyyo	ភិយ្យោ
bhiyyoso	ភិយ្យោសោ
bho	ភោ
bhoge	ភោគេ
bhojanaṃ	ភោជនំ
bhojayitvāna	ភោជយិត្វាន
bhusavātehi	ភុសវាតេហិ
bhāgī	ភាគី
bhājanampi	ភាជនម្បិ
bhājanato	ភាជនតោ
bhājessatīti	ភាជេស្សតីតិ
bhāradvājo	ភារទ្វាជោ
bhāramoropanaṃ	ភារមោរោបនំ
bhāsamānassa	ភាសមានស្ស
bhāsaṃ	ភាសំ
bhāsitaṃ	ភាសិតំ
bhāsitoti	ភាសិតោតិ
bhāsāya	ភាសាយ
bhātha	ភាថ
bhāvanāmayiddhi	ភាវនាមយិទ្ធិ
bhāvaya	ភាវយ
bhāveti	ភាវេតិ
bhāvitamaggo	ភាវិតមគ្គោ
bhāvitatto	ភាវិតត្តោ
bhāyāmi	ភាយាមិ
bhītā	ភីតា
bhūmantaraparicchedo	ភូមន្តរបរិច្ឆេទោ
bhūmaṭṭhā	ភូមដ្ឋា
bhūmi	ភូមិ
bhūmitalagatā	ភូមិតលគតា
bhūmito	ភូមិតោ
bhūmiyañceva	ភូមិយញ្ចេវ
bhūmiyaṃ	ភូមិយំ
bhūmiyā	ភូមិយា
bhūmīsu	ភូមីសុ
bhūridattanāgarājakāle	ភូរិទត្តនាគរាជកាលេ
bidalamañcakapasse	ពិទលមញ្ចកបស្សេ
bidalamañcako	ពិទលមញ្ចកោ
bimbijālotipi	ពិម្ពិជាលោតិបិ
bodheti	ពោធេតិ
bodhi	ពោធិ
bodhiabhinīhārasaddhāya	ពោធិអភិនីហារសទ្ធាយ
bodhimaṇḍamhi	ពោធិមណ្ឌម្ហិ
bodhimaṇḍaṃ	ពោធិមណ្ឌំ
bodhimaṇḍe	ពោធិមណ្ឌេ
bodhimaṇḍā	ពោធិមណ្ឌា
bodhimuttamaṃ	ពោធិមុត្តមំ
bodhimūlamupehiti	ពោធិមូលមុបេហិតិ
bodhimūle	ពោធិមូលេ
bodhiparibbājakakāle	ពោធិបរិព្ពាជកកាលេ
bodhipācanā	ពោធិបាចនា
bodhisattacariyakāle	ពោធិសត្តចរិយកាលេ
bodhisattakāle	ពោធិសត្តកាលេ
bodhisattassa	ពោធិសត្តស្ស
bodhisattaṃ	ពោធិសត្តំ
bodhisatto	ពោធិសត្តោ
bodhisattānaṃ	ពោធិសត្តានំ
bodhiyā	ពោធិយា
bodhiṃ	ពោធិំ
bojjhaṅgavibhaṅgo	ពោជ្ឈង្គវិភង្គោ
bojjhaṅgā	ពោជ្ឈង្គា
brahmabhūto	ព្រហ្មភូតោ
brahmadevo	ព្រហ្មទេវោ
brahmaghosaṃ	ព្រហ្មឃោសំ
brahmajālādīni	ព្រហ្មជាលាទីនិ
brahmakoṭiyo	ព្រហ្មកោដិយោ
brahmaloke	ព្រហ្មលោកេ
brahmassaraṃ	ព្រហ្មស្សរំ
brahmuno	ព្រហ្មុនោ
brahmāpi	ព្រហ្មាបិ
brāhmaṇamāṇavo	ព្រាហ្មណមាណវោ
brāhmaṇasippameva	ព្រាហ្មណសិប្បមេវ
brāhmaṇassa	ព្រាហ្មណស្ស
brāhmaṇavaṇṇena	ព្រាហ្មណវណ្ណេន
brāhmaṇaṃ	ព្រាហ្មណំ
brāhmaṇo	ព្រាហ្មណោ
brāhmaṇī	ព្រាហ្មណី
bu	ពុ
buddhabhāsitameva	ពុទ្ធភាសិតមេវ
buddhabhāsitaṃ	ពុទ្ធភាសិតំ
buddhabhāsito	ពុទ្ធភាសិតោ
buddhabhāsitoti	ពុទ្ធភាសិតោតិ
buddhabhāsitānīti	ពុទ្ធភាសិតានីតិ
buddhabhāvatthāya	ពុទ្ធភាវត្ថាយ
buddhabhāvaṃ	ពុទ្ធភាវំ
buddhabhūmiṃ	ពុទ្ធភូមិំ
buddhabhūtassa	ពុទ្ធភូតស្ស
buddhabījaṃ	ពុទ្ធពីជំ
buddhacakkhunā	ពុទ្ធចក្ខុនា
buddhadhammā	ពុទ្ធធម្មា
buddhaghosena	ពុទ្ធឃោសេន
buddhaguṇaṃ	ពុទ្ធគុណំ
buddhakare	ពុទ្ធករេ
buddhakarā	ពុទ្ធករា
buddhameva	ពុទ្ធមេវ
buddhantaraṃ	ពុទ្ធន្តរំ
buddhapaccekabuddhādīhi	ពុទ្ធបច្ចេកពុទ្ធាទីហិ
buddhappamukhassa	ពុទ្ធប្បមុខស្ស
buddhappamukhaṃ	ពុទ្ធប្បមុខំ
buddharasmīhiyeva	ពុទ្ធរស្មីហិយេវ
buddharatane	ពុទ្ធរតនេ
buddhaseṭṭhānaṃ	ពុទ្ធសេដ្ឋានំ
buddhassa	ពុទ្ធស្ស
buddhasāsanaṃ	ពុទ្ធសាសនំ
buddhato	ពុទ្ធតោ
buddhavacananti	ពុទ្ធវចនន្តិ
buddhavacanassa	ពុទ្ធវចនស្ស
buddhavacanaṃ	ពុទ្ធវចនំ
buddhavaṃse	ពុទ្ធវំសេ
buddhañāṇena	ពុទ្ធញាណេន
buddhena	ពុទ្ធេន
buddhijo	ពុទ្ធិជោ
buddho	ពុទ្ធោ
buddhoti	ពុទ្ធោតិ
buddhā	ពុទ្ធា
buddhālokeneva	ពុទ្ធាលោកេនេវ
buddhānameva	ពុទ្ធានមេវ
buddhānaṃ	ពុទ្ធានំ
buddhārammaṇaṃ	ពុទ្ធារម្មណំ
budhaṃ	ពុធំ
bujjhante	ពុជ្ឈន្តេ
bujjhare	ពុជ្ឈរេ
bujjhassu	ពុជ្ឈស្សុ
bujjhissati	ពុជ្ឈិស្សតិ
byapagataṃ	ព្យបគតំ
byādhidhammo	ព្យាធិធម្មោ
byādhito	ព្យាធិតោ
byādhiṃ	ព្យាធិំ
byākaramāno	ព្យាករមានោ
byākaraṇaṃ	ព្យាករណំ
byākareyya	ព្យាករេយ្យ
byākareyyaṃ	ព្យាករេយ្យំ
byākaritvā	ព្យាករិត្វា
byākaroti	ព្យាករោតិ
byākatanti	ព្យាកតន្តិ
byākāsi	ព្យាកាសិ
byākāsiṃ	ព្យាកាសិំ
byāmappabhā	ព្យាមប្បភា
byāthitamānasā	ព្យាថិតមានសា
bāhujaññaṃ	ពាហុជញ្ញំ
bāhā	ពាហា
bāhāya	ពាហាយ
bārāṇasī	ពារាណសី
bāvīsatindriyāni	ពាវីសតិន្ទ្រិយានិ
bāḷhā	ពាឡ្ហា
bījāni	ពីជានិ
ca	ច
cajitvā	ចជិត្វា
cakkaratanaṃ	ចក្ករតនំ
cakkaratanāni	ចក្ករតនានិ
cakkavattirañño	ចក្កវត្តិរញ្ញោ
cakkavattirājā	ចក្កវត្តិរាជា
cakkavattī	ចក្កវត្តី
cakkavāḷapabbatena	ចក្កវាឡបព្ពតេន
cakkaṃ	ចក្កំ
cakkhubhūto	ចក្ខុភូតោ
cakkhuma	ចក្ខុម
cakkhūhi	ចក្ខូហិ
camarī	ចមរី
cammakaṃ	ចម្មកំ
campakarukkho	ចម្បករុក្ខោ
campakaṃ	ចម្បកំ
campeyyanāgarājakāle	ចម្បេយ្យនាគរាជកាលេ
campā	ចម្បា
candakumārakāle	ចន្ទកុមារកាលេ
candamhi	ចន្ទម្ហិ
candamittā	ចន្ទមិត្តា
candanacuṇṇañca	ចន្ទនចុណ្ណញ្ច
candanavanaṃ	ចន្ទនវនំ
candappabhā	ចន្ទប្បភា
candavatī	ចន្ទវតី
candimasūriyādayo	ចន្ទិមសូរិយាទយោ
candimāyuttā	ចន្ទិមាយុត្តា
cando	ចន្ទោ
candā	ចន្ទា
caramāno	ចរមានោ
carantassa	ចរន្តស្ស
caraṇo	ចរណោ
carituṃ	ចរិតុំ
caritvā	ចរិត្វា
cariyā	ចរិយា
cariyābhiññā	ចរិយាភិញ្ញា
cariyāpiṭakato	ចរិយាបិដកតោ
carāpetvā	ចរាបេត្វា
cassa	ចស្ស
catasso	ចតស្សោ
catthāya	ចត្ថាយ
cattālīsabhikkhusahassāni	ចត្តាលីសភិក្ខុសហស្សានិ
cattālīsahatthubbedhaṃ	ចត្តាលីសហត្ថុព្ពេធំ
cattālīsavassasahassāni	ចត្តាលីសវស្សសហស្សានិ
cattālīsaṃ	ចត្តាលីសំ
cattāri	ចត្តារិ
cattārimāni	ចត្តារិមានិ
cattāro	ចត្តារោ
cattārome	ចត្តារោមេ
cattārīti	ចត្តារីតិ
catubbidho	ចតុព្ពិធោ
catubbidhopi	ចតុព្ពិធោបិ
catumahādīparajjaṃ	ចតុមហាទីបរជ្ជំ
catunavutikappamatthake	ចតុនវុតិកប្បមត្ថកេ
catunnaṃ	ចតុន្នំ
catuparisamajjhe	ចតុបរិសមជ្ឈេ
caturo	ចតុរោ
caturoghaniddharaṇatthaṃ	ចតុរោឃនិទ្ធរណត្ថំ
caturopete	ចតុរោបេតេ
caturāsīti	ចតុរាសីតិ
caturāsītidhammakkhandhasahassāni	ចតុរាសីតិធម្មក្ខន្ធសហស្សានិ
caturāsītisahassappabhedaṃ	ចតុរាសីតិសហស្សប្បភេទំ
caturāsītiyojanasahassagambhīre	ចតុរាសីតិយោជនសហស្សគម្ភីរេ
caturāsītiyojanasahassagambhīro	ចតុរាសីតិយោជនសហស្សគម្ភីរោ
caturāsītiyojanasahassamatthake	ចតុរាសីតិយោជនសហស្សមត្ថកេ
catutthavāre	ចតុត្ថវារេ
catutthaṃ	ចតុត្ថំ
catutthe	ចតុត្ថេ
catuttho	ចតុត្ថោ
catuttiṃsa	ចតុត្តិំស
catuvīsatippabhede	ចតុវីសតិប្បភេទេ
catuvīsatisamantapaṭṭhānasamodhānaṃ	ចតុវីសតិសមន្តបដ្ឋានសមោធានំ
catuvīsatisamantapaṭṭhānaṃ	ចតុវីសតិសមន្តបដ្ឋានំ
catuvīsatividhena	ចតុវីសតិវិធេន
catuvīsatiyā	ចតុវីសតិយា
catūsu	ចតូសុ
cavitvā	ចវិត្វា
cañjaliṃ	ចញ្ជលិំ
caṅkamadosā	ចង្កមទោសា
caṅkamakoṭiṃ	ចង្កមកោដិំ
caṅkamanakoṭiyaṃ	ចង្កមនកោដិយំ
caṅkamanasattāhañca	ចង្កមនសត្តាហញ្ច
caṅkamanaṃ	ចង្កមនំ
caṅkamantassa	ចង្កមន្តស្ស
caṅkamanto	ចង្កមន្តោ
caṅkamavemajjhe	ចង្កមវេមជ្ឈេ
caṅkamañca	ចង្កមញ្ច
caṅkamaṃ	ចង្កមំ
caṅkame	ចង្កមេ
caṅkami	ចង្កមិ
ce	ចេ
cepi	ចេបិ
cesa	ចេស
cetaso	ចេតសោ
cetasā	ចេតសា
cetaṃ	ចេតំ
cetesu	ចេតេសុ
cetiyagirimhi	ចេតិយគិរិម្ហិ
cetiyaṃ	ចេតិយំ
cettha	ចេត្ថ
cetāni	ចេតានិ
ceva	ចេវ
cha	ឆ
chabbassāni	ឆព្ពស្សានិ
chabbaṇṇarasmiyo	ឆព្ពណ្ណរស្មិយោ
chabbidhena	ឆព្ពិធេន
chaddantanāgarājakāle	ឆទ្ទន្តនាគរាជកាលេ
chahi	ឆហិ
chamattabhāṇavāro	ឆមត្តភាណវារោ
chandatā	ឆន្ទតា
channasahāyova	ឆន្នសហាយោវ
channaṃ	ឆន្នំ
chappakaraṇāni	ឆប្បករណានិ
chattaṃ	ឆត្តំ
chattesu	ឆត្តេសុ
chavaṭṭhikaṃ	ឆវដ្ឋិកំ
chavivaṇṇo	ឆវិវណ្ណោ
chaḍḍayitvāna	ឆឌ្ឌយិត្វាន
chaḍḍayiṃ	ឆឌ្ឌយិំ
chaḍḍetha	ឆឌ្ឌេថ
chaḍḍetvā	ឆឌ្ឌេត្វា
chaḷabhiññehi	ឆឡភិញ្ញេហិ
chaḷabhiññā	ឆឡភិញ្ញា
chaṭṭhamaṃ	ឆដ្ឋមំ
chaṭṭho	ឆដ្ឋោ
chindissāmīti	ឆិន្ទិស្សាមីតិ
chinditvā	ឆិន្ទិត្វា
chuddhā	ឆុទ្ធា
cikkhallikanikāyoti	ចិក្ខល្លិកនិកាយោតិ
cintayato	ចិន្តយតោ
cintayitvāna	ចិន្តយិត្វាន
cintento	ចិន្តេន្តោ
cintesahaṃ	ចិន្តេសហំ
cintesi	ចិន្តេសិ
cintetabbāni	ចិន្តេតព្ពានិ
cinteti	ចិន្តេតិ
cintetvā	ចិន្តេត្វា
cintitadhammaṃ	ចិន្តិតធម្មំ
cintā	ចិន្តា
ciravuttho	ចិរវុត្ថោ
cirāyanti	ចិរាយន្តិ
cito	ចិតោ
citoti	ចិតោតិ
cittakkhepaṃ	ចិត្តក្ខេបំ
cittapariyādānādīni	ចិត្តបរិយាទានាទីនិ
cittassa	ចិត្តស្ស
cittavibhatti	ចិត្តវិភត្តិ
cittavārabhājanaṃ	ចិត្តវារភាជនំ
cittayamakaṃ	ចិត្តយមកំ
cittaṃ	ចិត្តំ
cittekaggatā	ចិត្តេកគ្គតា
cittena	ចិត្តេន
cittāni	ចិត្តានិ
cittīkārapītibahulo	ចិត្តីការបីតិពហុលោ
ciṇṇavasī	ចិណ្ណវសី
coravilope	ចោរវិលោបេ
corehi	ចោរេហិ
cuddasavidhena	ចុទ្ទសវិធេន
cuto	ចុតោ
cutā	ចុតា
cutūpapātañāṇaṃ	ចុតូបបាតញាណំ
cāgaṃ	ចាគំ
cālā	ចាលា
cāpi	ចាបិ
cāti	ចាតិ
cātumahārājadattiyaṃ	ចាតុមហារាជទត្តិយំ
cātumahārājike	ចាតុមហារាជិកេ
cāvetukāmoti	ចាវេតុកាមោតិ
cāyaṃ	ចាយំ
cīnapiṭṭhacuṇṇarañjitā	ចីនបិដ្ឋចុណ្ណរញ្ជិតា
cīvaraggahaṇaṃ	ចីវរគ្គហណំ
cīvarapaccaye	ចីវរបច្ចយេ
cīvaravaṃse	ចីវរវំសេ
cīvaraṃ	ចីវរំ
cūḷasutasomajātakāle	ចូឡសុតសោមជាតកាលេ
cūḷāya	ចូឡាយ
dadamānasseva	ទទមានស្សេវ
dadamāno	ទទមានោ
dadamānā	ទទមានា
dadantassa	ទទន្តស្ស
dadāmi	ទទាមិ
dadātha	ទទាថ
daharakāleyeva	ទហរកាលេយេវ
dakajā	ទកជា
dakkhiṇahatthaṃ	ទក្ខិណហត្ថំ
dakkhiṇaṃ	ទក្ខិណំ
dakkhiṇena	ទក្ខិណេន
dantehi	ទន្តេហិ
dantāvaraṇaṃ	ទន្តាវរណំ
darīsayā	ទរីសយា
dasa	ទស
dasabalacatuvesārajjādisabbabuddhaguṇapaṭimaṇḍitaṃ	ទសពលចតុវេសារជ្ជាទិសព្ពពុទ្ធគុណបដិមណ្ឌិតំ
dasabalassa	ទសពលស្ស
dasabalena	ទសពលេន
dasacakkavāḷasahassāni	ទសចក្កវាឡសហស្សានិ
dasahi	ទសហិ
dasahupāgata	ទសហុបាគត
dasahupāgataṃ	ទសហុបាគតំ
dasahāgamma	ទសហាគម្ម
dasamaṃ	ទសមំ
dasamo	ទសមោ
dasamoti	ទសមោតិ
dasapāramī	ទសបារមី
dasasahassacakkavāḷadevatānaṃ	ទសសហស្សចក្កវាឡទេវតានំ
dasasahasse	ទសសហស្សេ
dasasahassilokadhātudevatāhi	ទសសហស្សិលោកធាតុទេវតាហិ
dasasahassilokadhātuṃ	ទសសហស្សិលោកធាតុំ
dasasahassimahābrahmaparivārena	ទសសហស្សិមហាព្រហ្មបរិវារេន
dasasahassiyaṃ	ទសសហស្សិយំ
dasasahassiṃ	ទសសហស្សិំ
dasasahassādhivāsino	ទសសហស្សាធិវាសិនោ
dasasahassī	ទសសហស្សី
dasasahassīnacūbhayaṃ	ទសសហស្សីនចូភយំ
dasavaggapariggaho	ទសវគ្គបរិគ្គហោ
dasavidhe	ទសវិធេ
dasavidhena	ទសវិធេន
dasindriyā	ទសិន្ទ្រិយា
dassaneyyaṃ	ទស្សនេយ្យំ
dassanīyo	ទស្សនីយោ
dassentassa	ទស្សេន្តស្ស
dassentena	ទស្សេន្តេន
dassenti	ទស្សេន្តិ
dassesi	ទស្សេសិ
dassetuṃ	ទស្សេតុំ
dassitasamuddasadisaṃ	ទស្សិតសមុទ្ទសទិសំ
dassitaṃ	ទស្សិតំ
dassitā	ទស្សិតា
dassāmīti	ទស្សាមីតិ
dasuttarasatasuttantā	ទសុត្តរសតសុត្តន្តា
dasuttarasuttantehi	ទសុត្តរសុត្តន្តេហិ
dasāyatanā	ទសាយតនា
datvā	ទត្វា
datvāna	ទត្វាន
daḷhaṃ	ទឡ្ហំ
daḷho	ទឡ្ហោ
daḷhīkammasithilakaraṇappayojanā	ទឡ្ហីកម្មសិថិលករណប្បយោជនា
daṇḍakadīpikāveṭhananiyāmena	ទណ្ឌកទីបិកាវេឋននិយាមេន
daṭṭhabbo	ទដ្ឋព្ពោ
daṭṭho	ទដ្ឋោ
dehīti	ទេហីតិ
dente	ទេន្តេ
denti	ទេន្តិ
desanā	ទេសនា
desanānidānañca	ទេសនានិទានញ្ច
desanānidānaṃ	ទេសនានិទានំ
desaṃ	ទេសំ
desentassa	ទេសេន្តស្ស
desento	ទេសេន្តោ
desentova	ទេសេន្តោវ
desentānaṃ	ទេសេន្តានំ
desesi	ទេសេសិ
desetabbadesanā	ទេសេតព្ពទេសនា
deseti	ទេសេតិ
desetuṃ	ទេសេតុំ
desetvā	ទេសេត្វា
desetūti	ទេសេតូតិ
deseyyanti	ទេសេយ្យន្តិ
desitabhāvo	ទេសិតភាវោ
desitadesanaṃ	ទេសិតទេសនំ
desitadhammo	ទេសិតធម្មោ
desitadhammopi	ទេសិតធម្មោបិ
desitattā	ទេសិតត្តា
desitaṃ	ទេសិតំ
desito	ទេសិតោ
desitoti	ទេសិតោតិ
desitā	ទេសិតា
desitāti	ទេសិតាតិ
dessaṃ	ទេស្សំ
dessā	ទេស្សា
deti	ទេតិ
deva	ទេវ
devabhavanamhi	ទេវភវនម្ហិ
devadevo	ទេវទេវោ
devadūte	ទេវទូតេ
devalo	ទេវលោ
devalokameva	ទេវលោកមេវ
devalokasiriṃ	ទេវលោកសិរិំ
devalokato	ទេវលោកតោ
devalokaṃ	ទេវលោកំ
devaloke	ទេវលោកេ
devamanussā	ទេវមនុស្សា
devanagaraṃva	ទេវនគរំវ
devaputtena	ទេវបុត្តេន
devarañño	ទេវរញ្ញោ
devaraññā	ទេវរញ្ញា
devarājā	ទេវរាជា
devasikaṃ	ទេវសិកំ
devatā	ទេវតា
devatāhi	ទេវតាហិ
devatānaṃ	ទេវតានំ
deve	ទេវេ
devehi	ទេវេហិ
devesu	ទេវេសុ
devo	ទេវោ
devorohanaṃ	ទេវោរោហនំ
devā	ទេវា
devānamindo	ទេវានមិន្ទោ
devānaṃ	ទេវានំ
devāpi	ទេវាបិ
devāsane	ទេវាសនេ
dha	ធ
dhajesu	ធជេសុ
dhajo	ធជោ
dhammabhūto	ធម្មភូតោ
dhammacakkappavattanaṃ	ធម្មចក្កប្បវត្តនំ
dhammacakkappavattanā	ធម្មចក្កប្បវត្តនា
dhammacakkaṃ	ធម្មចក្កំ
dhammacintaṃ	ធម្មចិន្តំ
dhammacāriṃ	ធម្មចារិំ
dhammacārīti	ធម្មចារីតិ
dhammadassī	ធម្មទស្សី
dhammadesanavelā	ធម្មទេសនវេលា
dhammadesanaṃ	ធម្មទេសនំ
dhammadesane	ធម្មទេសនេ
dhammadesayi	ធម្មទេសយិ
dhammadhātuyañca	ធម្មធាតុយញ្ច
dhammadhātuyā	ធម្មធាតុយា
dhammadinnā	ធម្មទិន្នា
dhammagambhīratāpaccavekkhaṇena	ធម្មគម្ភីរតាបច្ចវេក្ខណេន
dhammahadayavibhaṅgoti	ធម្មហទយវិភង្គោតិ
dhammajātaṃ	ធម្មជាតំ
dhammakathaṃ	ធម្មកថំ
dhammakathika	ធម្មកថិក
dhammakathikoti	ធម្មកថិកោតិ
dhammakathikā	ធម្មកថិកា
dhammakkhandhagaṇanā	ធម្មក្ខន្ធគណនា
dhammakkhandhasahassāni	ធម្មក្ខន្ធសហស្សានិ
dhammakkhandhasahassānīti	ធម្មក្ខន្ធសហស្សានីតិ
dhammakkhandhato	ធម្មក្ខន្ធតោ
dhammakkhandho	ធម្មក្ខន្ធោ
dhammakkhandhoti	ធម្មក្ខន្ធោតិ
dhammantaraṃ	ធម្មន្តរំ
dhammantarā	ធម្មន្តរា
dhammapadesoti	ធម្មបទេសោតិ
dhammapadādayo	ធម្មបទាទយោ
dhammapaṭisambhidāti	ធម្មបដិសម្ភិទាតិ
dhammapuñjamatte	ធម្មបុញ្ជមត្តេ
dhammasavanatthāya	ធម្មសវនត្ថាយ
dhammasaṅgaṇiṃ	ធម្មសង្គណិំ
dhammasaṅgaṇīpakaraṇaṃ	ធម្មសង្គណីបករណំ
dhammasaṅgaṇīpakaraṇe	ធម្មសង្គណីបករណេ
dhammasaṅgaṇīvibhaṅgadhātukathāpuggalapaññattikathāvatthuyamakapaṭṭhānānaṃ	ធម្មសង្គណីវិភង្គធាតុកថាបុគ្គលបញ្ញត្តិកថាវត្ថុយមកបដ្ឋានានំ
dhammaseno	ធម្មសេនោ
dhammasenāpati	ធម្មសេនាបតិ
dhammassāmī	ធម្មស្សាមី
dhammato	ធម្មតោ
dhammatthadesanāpaṭivedhagambhīrabhāvo	ធម្មត្ថទេសនាបដិវេធគម្ភីរភាវោ
dhammatthadesanāpaṭivedhā	ធម្មត្ថទេសនាបដិវេធា
dhammayamakaṃ	ធម្មយមកំ
dhammaṃ	ធម្មំ
dhamme	ធម្មេ
dhammesu	ធម្មេសុ
dhammikaanavajjabhāvo	ធម្មិកអនវជ្ជភាវោ
dhammikapabbataṃ	ធម្មិកបព្ពតំ
dhammikapabbate	ធម្មិកបព្ពតេ
dhammiko	ធម្មិកោ
dhammiyo	ធម្មិយោ
dhammo	ធម្មោ
dhammā	ធម្មា
dhammābhilāpoti	ធម្មាភិលាបោតិ
dhammābhisamayo	ធម្មាភិសមយោ
dhammānanti	ធម្មានន្តិ
dhammānaṃ	ធម្មានំ
dhammānurūpaṃ	ធម្មានុរូបំ
dhammāpe	ធម្មាបេ
dhammāti	ធម្មាតិ
dhammātirekadhammavisesaṭṭhena	ធម្មាតិរេកធម្មវិសេសដ្ឋេន
dhammātiādinā	ធម្មាតិអាទិនា
dhammāyatane	ធម្មាយតនេ
dhammī	ធម្មី
dhanadhaññapariggahābhāvo	ធនធញ្ញបរិគ្គហាភាវោ
dhanasāraṃ	ធនសារំ
dhanavatī	ធនវតី
dhanañcayarājakāle	ធនញ្ចយរាជកាលេ
dhanaṃ	ធនំ
dhaññanibbattakaṃ	ធញ្ញនិព្ពត្តកំ
dhaññavatī	ធញ្ញវតី
dhaññaṃ	ធញ្ញំ
dhenu	ធេនុ
dhovitabbo	ធោវិតព្ពោ
dhoviyamānepi	ធោវិយមានេបិ
dhovāpetvā	ធោវាបេត្វា
dhuragāme	ធុរគាមេ
dhuvasassataṃ	ធុវសស្សតំ
dhuvassavaṃ	ធុវស្សវំ
dhuvaṃ	ធុវំ
dhārayantesu	ធារយន្តេសុ
dhāraṇe	ធារណេ
dhārenti	ធារេន្តិ
dhārentī	ធារេន្តី
dhāretuṃ	ធារេតុំ
dhāreyyāthāti	ធារេយ្យាថាតិ
dhārito	ធារិតោ
dhātukathaṃ	ធាតុកថំ
dhātukathāpakaraṇaṃ	ធាតុកថាបករណំ
dhātupadeso	ធាតុបទេសោ
dhātupaññatti	ធាតុបញ្ញត្តិ
dhātuvibhaṅgo	ធាតុវិភង្គោ
dhātuyamakaṃ	ធាតុយមកំ
dhātuyo	ធាតុយោ
dhātuāyatanāna	ធាតុអាយតនាន
dhātvantaraṃ	ធាត្វន្តរំ
dhīrapurisehi	ធីរបុរិសេហិ
dibbacakkhunā	ទិព្ពចក្ខុនា
dibbagandhapupphehi	ទិព្ពគន្ធបុប្ផេហិ
dibbagandho	ទិព្ពគន្ធោ
dibbamandāravapadumapāricchattakapupphāni	ទិព្ពមន្ទារវបទុមបារិច្ឆត្តកបុប្ផានិ
dibbasampattiṃ	ទិព្ពសម្បត្តិំ
dibbatūriyehi	ទិព្ពតូរិយេហិ
dibbehi	ទិព្ពេហិ
dibbā	ទិព្ពា
dinnakāle	ទិន្នកាលេ
dinnanayena	ទិន្ននយេន
dinnaṃ	ទិន្នំ
disaṃ	ទិសំ
dissanti	ទិស្សន្តិ
dissati	ទិស្សតិ
disvā	ទិស្វា
disvāna	ទិស្វាន
disvāpi	ទិស្វាបិ
disā	ទិសា
disābhāgā	ទិសាភាគា
disāsu	ទិសាសុ
disāya	ទិសាយ
divasabhāgaṃ	ទិវសភាគំ
divasehi	ទិវសេហិ
divasesu	ទិវសេសុ
divāvihāraṃ	ទិវាវិហារំ
divāvihārāya	ទិវាវិហារាយ
diyaḍḍhakilesasahassaṃ	ទិយឌ្ឍកិលេសសហស្សំ
diyaḍḍharatanaṃ	ទិយឌ្ឍរតនំ
diyaḍḍhasataṃ	ទិយឌ្ឍសតំ
diṭṭhiviniveṭhanakathā	ទិដ្ឋិវិនិវេឋនកថា
diṭṭhiviniveṭhanā	ទិដ្ឋិវិនិវេឋនា
diṭṭhosi	ទិដ្ឋោសិ
diṭṭhā	ទិដ្ឋា
domanassaṃ	ទោមនស្សំ
domanassindriyaṃ	ទោមនស្សិន្ទ្រិយំ
dose	ទោសេ
doso	ទោសោ
dosoti	ទោសោតិ
dosā	ទោសា
dosānurūpaṃ	ទោសានុរូបំ
duccaritasaṃkilesassa	ទុច្ចរិតសំកិលេសស្ស
duggahitattā	ទុគ្គហិតត្តា
duggahitaṃ	ទុគ្គហិតំ
duggahitena	ទុគ្គហិតេន
duggahitā	ទុគ្គហិតា
duggatiṃ	ទុគ្គតិំ
dukadukapaṭṭhānaṃ	ទុកទុកបដ្ឋានំ
dukadukañca	ទុកទុកញ្ច
dukamātikā	ទុកមាតិកា
dukapaṭṭhānaṃ	ទុកបដ្ឋានំ
dukasataṃ	ទុកសតំ
dukasate	ទុកសតេ
dukatikapaṭṭhānaṃ	ទុកតិកបដ្ឋានំ
duke	ទុកេ
dukesuyeva	ទុកេសុយេវ
